Time (Sec),Analog Input 0,Analog Input 1
2.327,4.85,4.16
2.328,4.85,4.16
2.328,4.85,4.16
2.329,4.85,4.16
2.329,4.85,4.16
2.329,4.85,4.16
2.33,4.85,4.16
2.331,4.85,4.16
2.331,4.85,4.16
2.332,4.85,4.16
2.332,4.85,4.17
2.333,4.85,4.17
2.333,4.85,4.17
2.333,4.85,4.18
2.334,4.85,4.17
2.335,4.85,4.17
2.335,4.85,4.17
2.336,4.85,4.16
2.336,4.84,4.17
2.337,4.86,4.18
2.337,4.86,4.19
2.337,4.86,4.18
2.338,4.85,4.17
2.339,4.85,4.17
2.339,4.85,4.17
2.34,4.85,4.19
2.34,4.62,3.78
2.341,4.57,3.72
2.341,4.53,3.66
2.341,4.49,3.61
2.342,4.44,3.56
2.343,4.4,3.5
2.343,4.37,3.46
2.344,4.33,3.42
2.344,4.29,3.37
2.345,4.26,3.33
2.345,4.23,3.3
2.345,4.2,3.26
2.346,4.18,3.23
2.347,4.15,3.2
2.347,4.14,3.18
2.348,4.13,3.16
2.348,4.1,3.14
2.349,4.09,3.12
2.349,4.09,3.11
2.349,4.09,3.09
2.35,4.08,3.08
2.351,4.08,3.07
2.351,4.08,3.07
2.352,4.09,3.07
2.352,4.09,3.06
2.353,4.09,3.05
2.353,4.09,3.05
2.353,4.11,3.07
2.354,4.12,3.06
2.355,4.11,3.05
2.355,4.06,2.91
2.356,4.07,2.91
2.356,4.07,2.92
2.357,4.09,2.93
2.357,4.09,2.93
2.357,4.1,2.93
2.358,4.09,2.93
2.359,4.09,2.93
2.359,4.09,2.92
2.36,4.08,2.91
2.36,4.08,2.9
2.361,4.06,2.89
2.361,4.05,2.88
2.361,4.04,2.87
2.362,4.03,2.91
2.363,4.19,3.11
2.363,4.42,3.36
2.364,4.59,3.59
2.364,4.7,3.75
2.365,4.75,3.85
2.365,4.78,3.92
2.365,4.8,3.96
2.366,4.81,3.99
2.367,4.81,4.01
2.367,4.82,4.04
2.368,4.82,4.06
2.368,4.83,4.07
2.369,4.84,4.08
2.369,4.84,4.09
2.369,4.83,4.1
2.37,4.84,4.15
2.37,4.84,4.16
2.371,4.84,4.16
2.372,4.85,4.16
2.372,4.85,4.16
2.373,4.85,4.16
2.373,4.85,4.16
2.373,4.85,4.16
2.374,4.84,4.16
2.374,4.85,4.17
2.375,4.86,4.17
2.376,4.85,4.17
2.376,4.85,4.16
2.377,4.84,4.16
2.377,4.86,4.18
2.377,4.86,4.18
2.378,4.86,4.17
2.378,4.85,4.17
2.379,4.85,4.16
2.38,4.85,4.17
2.38,4.85,4.16
2.381,4.85,4.16
2.381,4.85,4.16
2.381,4.84,4.16
2.382,4.87,4.16
2.382,4.84,4.16
2.383,4.85,4.16
2.384,4.85,4.16
2.384,4.85,4.16
2.385,4.85,4.16
2.385,4.85,4.16
2.385,4.84,4.16
2.386,4.84,4.15
2.386,4.84,4.16
2.387,4.85,4.16
2.388,4.85,4.16
2.388,4.85,4.16
2.389,4.84,4.16
2.389,4.85,4.16
2.389,4.85,4.17
2.39,4.85,4.16
2.39,4.84,4.16
2.391,4.85,4.17
2.392,4.86,4.17
2.392,4.85,4.18
2.393,4.85,4.18
2.393,4.85,4.17
2.393,4.85,4.18
2.394,4.85,4.18
2.394,4.85,4.18
2.395,4.85,4.18
2.396,4.85,4.17
2.396,4.86,4.18
2.397,4.86,4.17
2.397,4.85,4.17
2.397,4.85,4.17
2.398,4.86,4.17
2.398,4.85,4.17
2.399,4.85,4.17
2.4,4.84,4.16
2.4,4.06,3.02
2.401,4.04,3.0
2.401,4.03,2.99
2.401,4.01,2.96
2.402,4.0,2.95
2.402,3.99,2.93
2.403,3.98,2.92
2.404,3.97,2.91
2.404,3.97,2.9
2.405,3.97,2.9
2.405,3.97,2.9
2.405,3.97,2.89
2.406,3.98,2.89
2.406,3.98,2.9
2.407,4.0,2.91
2.408,4.01,2.91
2.408,4.02,2.91
2.409,4.02,2.91
2.409,4.03,2.93
2.409,4.05,2.93
2.41,4.06,2.94
2.41,4.07,2.95
2.411,4.08,2.95
2.412,4.09,2.95
2.412,4.09,2.95
2.413,4.09,2.95
2.413,4.09,2.95
2.413,4.09,2.94
2.414,4.08,2.94
2.414,4.08,2.93
2.415,4.84,4.11
2.416,4.84,4.12
2.416,4.84,4.12
2.417,4.84,4.12
2.417,4.84,4.13
2.417,4.84,4.13
2.418,4.84,4.13
2.418,4.84,4.13
2.419,4.84,4.13
2.42,4.84,4.14
2.42,4.85,4.14
2.421,4.84,4.14
2.421,4.84,4.14
2.421,4.84,4.14
2.422,4.84,4.14
2.422,4.84,4.14
2.423,4.84,4.14
2.424,4.85,4.15
2.424,4.85,4.15
2.425,4.84,4.15
2.425,4.84,4.15
2.425,4.84,4.15
2.426,4.84,4.15
2.426,4.85,4.15
2.427,4.85,4.15
2.428,4.85,4.16
2.428,4.85,4.16
2.429,4.85,4.16
2.429,4.85,4.16
2.429,4.85,4.16
2.43,4.85,4.16
2.43,4.85,4.17
2.431,4.85,4.16
2.432,4.85,4.16
2.432,4.85,4.16
2.433,4.85,4.16
2.433,4.84,4.16
2.433,4.85,4.17
2.434,4.85,4.16
2.434,4.85,4.16
2.435,4.84,4.16
2.436,4.84,4.16
2.436,4.85,4.16
2.437,4.84,4.16
2.437,4.85,4.16
2.438,4.85,4.16
2.438,4.84,4.15
2.438,4.84,4.15
2.439,4.84,4.16
2.44,4.85,4.16
2.44,4.85,4.16
2.441,4.84,4.15
2.441,4.84,4.15
2.442,4.84,4.16
2.442,4.84,4.16
2.442,4.85,4.16
2.443,4.84,4.16
2.444,4.84,4.16
2.444,4.85,4.16
2.445,4.84,4.16
2.445,4.78,3.98
2.446,4.7,3.87
2.446,4.64,3.8
2.446,4.59,3.73
2.447,4.53,3.67
2.448,4.49,3.61
2.448,4.45,3.57
2.449,4.42,3.53
2.449,4.39,3.49
2.45,4.37,3.46
2.45,4.35,3.42
2.45,4.32,3.39
2.451,4.3,3.36
2.452,4.28,3.33
2.452,4.26,3.3
2.453,4.24,3.28
2.453,4.22,3.25
2.454,4.2,3.22
2.454,4.17,3.19
2.454,4.15,3.17
2.455,4.13,3.14
2.456,4.1,3.11
2.456,4.09,3.09
2.457,4.07,3.06
2.457,4.05,3.04
2.458,4.03,3.02
2.458,4.02,3.01
2.458,4.01,2.99
2.459,4.0,2.98
2.46,4.0,2.97
2.46,3.95,2.82
2.461,3.95,2.81
2.461,3.95,2.8
2.462,3.94,2.8
2.462,3.95,2.81
2.462,3.96,2.81
2.463,3.96,2.81
2.464,3.97,2.82
2.464,3.98,2.82
2.465,3.99,2.83
2.465,4.0,2.84
2.466,4.01,2.84
2.466,4.02,2.86
2.466,4.03,2.87
2.467,4.05,2.88
2.468,4.05,2.88
2.468,4.06,2.88
2.469,4.06,2.92
2.469,4.2,3.11
2.47,4.41,3.35
2.47,4.58,3.57
2.47,4.69,3.74
2.471,4.75,3.84
2.472,4.78,3.9
2.472,4.79,3.95
2.473,4.81,3.98
2.473,4.81,4.0
2.474,4.81,4.02
2.474,4.82,4.03
2.474,4.82,4.05
2.475,4.86,4.15
2.476,4.85,4.14
2.476,4.84,4.14
2.477,4.84,4.14
2.477,4.84,4.14
2.478,4.84,4.14
2.478,4.84,4.14
2.478,4.84,4.14
2.479,4.84,4.14
2.48,4.84,4.14
2.48,4.84,4.14
2.481,4.84,4.14
2.481,4.84,4.14
2.482,4.84,4.14
2.482,4.84,4.15
2.482,4.85,4.15
2.483,4.84,4.15
2.484,4.84,4.14
2.484,4.84,4.15
2.485,4.84,4.15
2.485,4.84,4.15
2.486,4.84,4.15
2.486,4.84,4.15
2.486,4.84,4.15
2.487,4.84,4.15
2.488,4.84,4.15
2.488,4.84,4.15
2.489,4.84,4.15
2.489,4.85,4.15
2.49,4.84,4.15
2.49,4.85,4.15
2.49,4.84,4.15
2.491,4.84,4.15
2.492,4.85,4.16
2.492,4.86,4.16
2.493,4.85,4.16
2.493,4.85,4.15
2.494,4.84,4.15
2.494,4.84,4.15
2.494,4.84,4.15
2.495,4.84,4.14
2.496,4.84,4.14
2.496,4.84,4.14
2.497,4.84,4.14
2.497,4.85,4.15
2.498,4.85,4.14
2.498,4.84,4.14
2.498,4.84,4.14
2.499,4.85,4.15
2.499,4.85,4.15
2.5,4.84,4.14
2.501,4.84,4.14
2.501,4.84,4.14
2.502,4.84,4.14
2.502,4.84,4.15
2.502,4.84,4.15
2.503,4.84,4.15
2.503,4.84,4.15
2.504,4.84,4.15
2.505,4.84,4.15
2.505,4.12,3.09
2.506,4.12,3.08
2.506,4.13,3.08
2.506,4.13,3.07
2.507,4.12,3.06
2.507,4.12,3.06
2.508,4.12,3.06
2.509,4.12,3.05
2.509,4.12,3.03
2.51,4.1,3.01
2.51,4.08,3.0
2.51,4.07,2.99
2.511,4.06,2.97
2.511,4.05,2.95
2.512,4.02,2.94
2.513,4.01,2.92
2.513,4.0,2.9
2.514,3.99,2.89
2.514,3.97,2.88
2.514,3.97,2.87
2.515,3.96,2.86
2.515,3.96,2.85
2.516,3.95,2.84
2.517,3.96,2.84
2.517,3.96,2.84
2.518,3.96,2.84
2.518,3.97,2.84
2.518,3.97,2.85
2.519,3.98,2.86
2.519,4.0,2.86
2.52,4.81,4.0
2.521,4.82,4.02
2.521,4.82,4.04
2.522,4.83,4.05
2.522,4.83,4.06
2.522,4.83,4.07
2.523,4.84,4.09
2.523,4.84,4.09
2.524,4.84,4.09
2.525,4.83,4.09
2.525,4.83,4.11
2.526,4.85,4.12
2.526,4.85,4.12
2.526,4.85,4.12
2.527,4.84,4.12
2.527,4.85,4.12
2.528,4.84,4.12
2.529,4.84,4.12
2.529,4.84,4.12
2.53,4.84,4.12
2.53,4.84,4.12
2.53,4.84,4.12
2.531,4.84,4.12
2.531,4.84,4.12
2.532,4.84,4.12
2.533,4.84,4.12
2.533,4.84,4.12
2.534,4.84,4.13
2.534,4.84,4.12
2.534,4.84,4.12
2.535,4.84,4.14
2.535,4.84,4.13
2.536,4.83,4.13
2.537,4.84,4.13
2.537,4.84,4.14
2.538,4.84,4.14
2.538,4.84,4.14
2.538,4.84,4.14
2.539,4.84,4.14
2.539,4.84,4.14
2.54,4.85,4.15
2.541,4.85,4.14
2.541,4.85,4.14
2.542,4.84,4.14
2.542,4.84,4.14
2.542,4.85,4.16
2.543,4.86,4.15
2.543,4.85,4.14
2.544,4.84,4.14
2.545,4.84,4.14
2.545,4.84,4.14
2.546,4.85,4.15
2.546,4.85,4.15
2.546,4.84,4.14
2.547,4.84,4.14
2.547,4.85,4.15
2.548,4.85,4.14
2.549,4.84,4.14
2.549,4.83,4.13
2.55,4.84,4.13
2.55,4.84,4.13
2.55,4.83,4.13
2.551,4.84,4.14
2.551,4.84,4.13
2.552,4.84,4.13
2.553,4.83,4.13
2.553,4.84,4.09
2.554,4.77,3.94
2.554,4.68,3.84
2.554,4.62,3.76
2.555,4.56,3.69
2.555,4.51,3.63
2.556,4.47,3.57
2.557,4.42,3.53
2.557,4.4,3.49
2.558,4.37,3.46
2.558,4.34,3.42
2.558,4.31,3.38
2.559,4.29,3.36
2.559,4.29,3.35
2.56,4.28,3.32
2.561,4.26,3.29
2.561,4.24,3.27
2.562,4.23,3.26
2.562,4.23,3.24
2.562,4.22,3.22
2.563,4.2,3.21
2.563,4.19,3.19
2.564,4.18,3.17
2.565,4.16,3.15
2.565,4.08,2.93
2.566,4.07,2.92
2.566,4.06,2.92
2.567,4.06,2.91
2.567,4.05,2.9
2.567,4.03,2.88
2.568,4.02,2.87
2.569,4.01,2.85
2.569,3.99,2.84
2.57,3.98,2.82
2.57,3.97,2.81
2.571,3.96,2.8
2.571,3.95,2.79
2.571,3.95,2.79
2.572,3.95,2.79
2.573,3.95,2.79
2.573,3.95,2.78
2.574,3.95,2.79
2.574,3.96,2.8
2.575,3.97,2.8
2.575,3.98,2.8
2.575,3.98,2.81
2.576,4.0,2.83
2.577,4.02,2.84
2.577,4.05,2.93
2.578,4.25,3.16
2.578,4.46,3.4
2.579,4.62,3.61
2.579,4.71,3.76
2.579,4.75,3.85
2.58,4.84,4.12
2.581,4.83,4.12
2.581,4.84,4.13
2.582,4.84,4.13
2.582,4.84,4.12
2.583,4.84,4.12
2.583,4.83,4.12
2.583,4.84,4.13
2.584,4.84,4.13
2.585,4.84,4.12
2.585,4.83,4.12
2.586,4.83,4.12
2.586,4.84,4.12
2.587,4.83,4.12
2.587,4.84,4.13
2.587,4.84,4.12
2.588,4.83,4.12
2.589,4.83,4.12
2.589,4.83,4.12
2.59,4.84,4.13
2.59,4.84,4.12
2.591,4.84,4.12
2.591,4.84,4.13
2.591,4.84,4.13
2.592,4.84,4.12
2.593,4.83,4.12
2.593,4.83,4.12
2.594,4.84,4.14
2.594,4.85,4.14
2.595,4.85,4.14
2.595,4.83,4.12
2.595,4.83,4.12
2.596,4.83,4.13
2.597,4.83,4.13
2.597,4.84,4.13
2.598,4.84,4.13
2.598,4.84,4.13
2.599,4.84,4.13
2.599,4.83,4.13
2.599,4.84,4.13
2.6,4.84,4.14
2.601,4.84,4.13
2.601,4.83,4.13
2.602,4.83,4.13
2.602,4.83,4.13
2.603,4.84,4.13
2.603,4.84,4.13
2.603,4.84,4.13
2.604,4.84,4.13
2.605,4.83,4.13
2.605,4.83,4.12
2.606,4.83,4.12
2.606,4.83,4.13
2.607,4.84,4.12
2.607,4.83,4.12
2.607,4.83,4.12
2.608,4.84,4.13
2.609,4.84,4.12
2.609,4.83,4.12
2.61,4.83,4.12
2.61,4.09,3.09
2.611,4.07,3.07
2.611,4.06,3.06
2.611,4.05,3.04
2.612,4.05,3.03
2.613,4.04,3.02
2.613,4.04,3.02
2.614,4.05,3.01
2.614,4.05,3.01
2.615,4.05,3.01
2.615,4.06,3.0
2.615,4.06,3.0
2.616,4.07,3.01
2.617,4.08,3.01
2.617,4.09,3.01
2.618,4.09,3.01
2.618,4.09,3.0
2.619,4.09,3.0
2.619,4.1,3.0
2.619,4.1,2.99
2.62,4.09,2.98
2.621,4.08,2.98
2.621,4.08,2.97
2.622,4.07,2.95
2.622,4.06,2.94
2.623,4.05,2.93
2.623,4.03,2.91
2.623,4.01,2.89
2.624,4.0,2.88
2.624,3.99,2.87
2.625,4.04,2.92
2.626,4.22,3.13
2.626,4.44,3.36
2.627,4.59,3.57
2.627,4.69,3.72
2.627,4.74,3.8
2.628,4.76,3.86
2.628,4.78,3.9
2.629,4.79,3.94
2.63,4.8,3.96
2.63,4.8,3.98
2.631,4.81,4.0
2.631,4.81,4.02
2.631,4.81,4.02
2.632,4.81,4.04
2.632,4.83,4.05
2.633,4.83,4.06
2.634,4.82,4.06
2.634,4.82,4.07
2.635,4.83,4.08
2.635,4.83,4.08
2.635,4.83,4.09
2.636,4.83,4.09
2.636,4.83,4.09
2.637,4.83,4.1
2.638,4.83,4.1
2.638,4.83,4.1
2.639,4.83,4.11
2.639,4.83,4.11
2.639,4.83,4.1
2.64,4.83,4.12
2.64,4.83,4.12
2.641,4.83,4.12
2.642,4.83,4.12
2.642,4.83,4.12
2.643,4.84,4.12
2.643,4.84,4.12
2.643,4.83,4.11
2.644,4.83,4.11
2.644,4.83,4.11
2.645,4.83,4.11
2.646,4.83,4.11
2.646,4.83,4.11
2.647,4.82,4.11
2.647,4.83,4.11
2.647,4.83,4.11
2.648,4.83,4.11
2.648,4.83,4.11
2.649,4.83,4.12
2.65,4.83,4.11
2.65,4.83,4.11
2.651,4.83,4.11
2.651,4.83,4.12
2.651,4.83,4.12
2.652,4.83,4.12
2.652,4.83,4.12
2.653,4.83,4.12
2.654,4.83,4.12
2.654,4.83,4.12
2.655,4.83,4.12
2.655,4.84,4.12
2.655,4.83,4.12
2.656,4.83,4.12
2.656,4.84,4.12
2.657,4.84,4.13
2.658,4.84,4.12
2.658,4.83,4.12
2.659,4.83,4.12
2.659,4.84,4.12
2.659,4.83,4.12
2.66,4.83,4.12
2.66,4.83,4.12
2.661,4.83,4.12
2.662,4.83,4.05
2.662,4.74,3.91
2.663,4.66,3.81
2.663,4.6,3.73
2.663,4.54,3.66
2.664,4.49,3.59
2.664,4.44,3.54
2.665,4.4,3.49
2.666,4.36,3.44
2.666,4.32,3.4
2.667,4.29,3.36
2.667,4.26,3.33
2.667,4.24,3.3
2.668,4.22,3.27
2.668,4.21,3.25
2.669,4.19,3.23
2.67,4.19,3.21
2.67,3.99,2.88
2.671,4.0,2.88
2.671,4.02,2.89
2.671,4.03,2.89
2.672,4.04,2.9
2.672,4.05,2.91
2.673,4.06,2.92
2.674,4.07,2.92
2.674,4.08,2.93
2.675,4.09,2.93
2.675,4.09,2.94
2.675,4.09,2.94
2.676,4.09,2.93
2.676,4.09,2.93
2.677,4.09,2.93
2.678,4.09,2.92
2.678,4.08,2.91
2.679,4.06,2.9
2.679,4.05,2.89
2.679,4.04,2.88
2.68,4.03,2.86
2.68,4.01,2.84
2.681,4.0,2.83
2.682,3.99,2.82
2.682,3.97,2.81
2.683,3.97,2.8
2.683,3.96,2.79
2.683,3.96,2.79
2.684,3.95,2.78
2.684,3.95,2.78
2.685,4.83,4.09
2.686,4.83,4.09
2.686,4.83,4.11
2.687,4.83,4.09
2.687,4.82,4.1
2.688,4.83,4.11
2.688,4.83,4.1
2.688,4.83,4.08
2.689,4.83,4.1
2.69,4.83,4.1
2.69,4.83,4.1
2.691,4.83,4.11
2.691,4.83,4.11
2.692,4.84,4.11
2.692,4.83,4.11
2.692,4.83,4.11
2.693,4.83,4.11
2.694,4.83,4.11
2.694,4.83,4.11
2.695,4.83,4.11
2.695,4.83,4.11
2.696,4.83,4.11
2.696,4.83,4.11
2.696,4.83,4.11
2.697,4.83,4.11
2.698,4.83,4.11
2.698,4.83,4.11
2.699,4.83,4.11
2.699,4.82,4.1
2.7,4.82,4.1
2.7,4.83,4.11
2.7,4.83,4.11
2.701,4.83,4.11
2.702,4.84,4.11
2.702,4.83,4.11
2.703,4.83,4.1
2.703,4.83,4.11
2.704,4.83,4.1
2.704,4.82,4.11
2.704,4.83,4.1
2.705,4.83,4.1
2.706,4.83,4.11
2.706,4.83,4.11
2.707,4.83,4.1
2.707,4.83,4.12
2.708,4.84,4.12
2.708,4.83,4.11
2.708,4.83,4.11
2.709,4.83,4.11
2.71,4.83,4.12
2.71,4.83,4.12
2.711,4.83,4.12
2.711,4.83,4.11
2.712,4.83,4.12
2.712,4.83,4.11
2.712,4.83,4.12
2.713,4.83,4.12
2.714,4.83,4.12
2.714,4.84,4.12
2.715,4.83,4.12
2.715,4.28,3.31
2.716,4.26,3.28
2.716,4.24,3.26
2.716,4.22,3.23
2.717,4.2,3.2
2.718,4.18,3.18
2.718,4.16,3.15
2.719,4.13,3.12
2.719,4.11,3.09
2.72,4.09,3.07
2.72,4.07,3.05
2.72,4.05,3.02
2.721,4.04,3.01
2.722,4.03,3.0
2.722,4.02,2.98
2.723,4.02,2.97
2.723,4.01,2.96
2.724,4.01,2.96
2.724,4.01,2.95
2.724,4.02,2.95
2.725,4.02,2.95
2.726,4.03,2.95
2.726,4.05,2.96
2.727,4.05,2.96
2.727,4.06,2.96
2.728,4.07,2.96
2.728,4.08,2.97
2.728,4.08,2.97
2.729,4.09,2.97
2.73,4.09,2.98
2.73,4.05,2.87
2.731,4.06,2.88
2.731,4.07,2.88
2.732,4.08,2.89
2.732,4.08,2.91
2.732,4.19,3.08
2.733,4.39,3.3
2.734,4.56,3.52
2.734,4.67,3.69
2.735,4.73,3.78
2.735,4.76,3.85
2.736,4.78,3.89
2.736,4.78,3.92
2.736,4.79,3.95
2.737,4.8,3.97
2.738,4.81,3.99
2.738,4.81,4.0
2.739,4.81,4.0
2.739,4.81,4.02
2.74,4.81,4.03
2.74,4.82,4.04
2.74,4.82,4.04
2.741,4.82,4.05
2.742,4.82,4.06
2.742,4.82,4.06
2.743,4.82,4.06
2.743,4.82,4.07
2.744,4.82,4.07
2.744,4.82,4.07
2.744,4.82,4.08
2.745,4.82,4.1
2.746,4.83,4.1
2.746,4.83,4.1
2.747,4.83,4.1
2.747,4.83,4.1
2.748,4.83,4.11
2.748,4.84,4.11
2.748,4.83,4.1
2.749,4.82,4.11
2.75,4.83,4.11
2.75,4.84,4.11
2.751,4.83,4.11
2.751,4.83,4.11
2.752,4.83,4.11
2.752,4.83,4.11
2.752,4.83,4.11
2.753,4.83,4.11
2.753,4.83,4.11
2.754,4.83,4.11
2.755,4.83,4.11
2.755,4.83,4.1
2.756,4.82,4.1
2.756,4.83,4.1
2.756,4.83,4.1
2.757,4.83,4.1
2.757,4.83,4.1
2.758,4.83,4.1
2.759,4.83,4.1
2.759,4.83,4.1
2.76,4.83,4.1
2.76,4.82,4.1
2.76,4.83,4.1
2.761,4.83,4.09
2.761,4.82,4.1
2.762,4.82,4.1
2.763,4.82,4.1
2.763,4.83,4.11
2.764,4.83,4.1
2.764,4.83,4.1
2.764,4.82,4.1
2.765,4.83,4.1
2.765,4.83,4.11
2.766,4.83,4.11
2.767,4.83,4.11
2.767,4.83,4.11
2.768,4.83,4.11
2.768,4.83,4.11
2.768,4.83,4.11
2.769,4.83,4.11
2.769,4.83,4.11
2.77,4.78,3.95
2.771,4.7,3.85
2.771,4.63,3.77
2.772,4.58,3.7
2.772,4.52,3.63
2.772,4.48,3.58
2.773,4.44,3.52
2.773,4.39,3.47
2.774,4.34,3.42
2.775,4.31,3.38
2.775,4.06,2.95
2.776,4.04,2.92
2.776,4.02,2.9
2.776,4.0,2.89
2.777,3.99,2.87
2.777,3.98,2.87
2.778,3.97,2.86
2.779,3.97,2.84
2.779,3.96,2.84
2.78,3.96,2.84
2.78,3.97,2.84
2.78,3.97,2.84
2.781,3.97,2.84
2.781,3.98,2.84
2.782,3.99,2.85
2.783,4.0,2.86
2.783,4.01,2.86
2.784,4.02,2.87
2.784,4.03,2.87
2.784,4.04,2.88
2.785,4.05,2.89
2.785,4.06,2.9
2.786,4.07,2.9
2.787,4.08,2.91
2.787,4.08,2.91
2.788,4.08,2.91
2.788,4.08,2.9
2.788,4.08,2.9
2.789,4.08,2.9
2.789,4.07,2.89
2.79,4.82,4.08
2.791,4.83,4.1
2.791,4.84,4.1
2.792,4.83,4.09
2.792,4.82,4.09
2.792,4.82,4.09
2.793,4.83,4.09
2.793,4.83,4.09
2.794,4.82,4.08
2.795,4.82,4.08
2.795,4.82,4.09
2.796,4.82,4.08
2.796,4.82,4.08
2.796,4.81,4.09
2.797,4.83,4.09
2.797,4.83,4.09
2.798,4.82,4.09
2.799,4.81,4.09
2.799,4.83,4.1
2.8,4.83,4.09
2.8,4.82,4.09
2.8,4.82,4.09
2.801,4.82,4.1
2.801,4.83,4.1
2.802,4.83,4.1
2.803,4.83,4.1
2.803,4.82,4.1
2.804,4.83,4.1
2.804,4.83,4.1
2.804,4.83,4.11
2.805,4.83,4.11
2.805,4.83,4.1
2.806,4.82,4.1
2.807,4.83,4.12
2.807,4.84,4.12
2.808,4.83,4.1
2.808,4.81,4.1
2.808,4.82,4.11
2.809,4.83,4.11
2.809,4.83,4.11
2.81,4.82,4.1
2.811,4.83,4.11
2.811,4.83,4.1
2.812,4.83,4.1
2.812,4.82,4.1
2.812,4.82,4.1
2.813,4.82,4.1
2.813,4.82,4.1
2.814,4.82,4.1
2.815,4.83,4.1
2.815,4.83,4.1
2.816,4.82,4.1
2.816,4.82,4.1
2.817,4.82,4.1
2.817,4.82,4.1
2.817,4.83,4.1
2.818,4.82,4.1
2.819,4.82,4.1
2.819,4.82,4.1
2.82,4.82,4.1
2.82,4.22,3.27
2.821,4.21,3.24
2.821,4.2,3.23
2.821,4.2,3.21
2.822,4.19,3.2
2.823,4.18,3.18
2.823,4.19,3.18
2.824,4.19,3.18
2.824,4.18,3.16
2.825,4.17,3.14
2.825,4.17,3.14
2.825,4.17,3.13
2.826,4.16,3.11
2.827,4.15,3.1
2.827,4.15,3.09
2.828,4.14,3.08
2.828,4.12,3.06
2.829,4.11,3.04
2.829,4.09,3.02
2.829,4.08,3.01
2.83,4.07,2.98
2.831,4.04,2.96
2.831,4.03,2.95
2.832,4.02,2.93
2.832,4.0,2.91
2.833,3.99,2.9
2.833,3.98,2.89
2.833,3.98,2.88
2.834,3.98,2.88
2.835,3.97,2.87
2.835,3.95,2.78
2.836,3.95,2.77
2.836,3.95,2.77
2.837,3.95,2.78
2.837,3.96,2.78
2.837,4.0,2.89
2.838,4.22,3.12
2.839,4.44,3.35
2.839,4.59,3.57
2.84,4.7,3.72
2.84,4.75,3.81
2.841,4.77,3.86
2.841,4.78,3.89
2.841,4.78,3.93
2.842,4.79,3.95
2.843,4.8,3.97
2.843,4.8,3.99
2.844,4.81,4.0
2.844,4.81,4.02
2.845,4.81,4.03
2.845,4.81,4.03
2.845,4.81,4.04
2.846,4.82,4.05
2.847,4.82,4.05
2.847,4.81,4.05
2.848,4.82,4.06
2.848,4.83,4.06
2.849,4.82,4.06
2.849,4.81,4.06
2.849,4.81,4.06
2.85,4.82,4.09
2.851,4.82,4.09
2.851,4.83,4.09
2.852,4.83,4.09
2.852,4.82,4.08
2.853,4.81,4.08
2.853,4.82,4.09
2.853,4.82,4.09
2.854,4.82,4.09
2.855,4.82,4.08
2.855,4.81,4.08
2.856,4.82,4.09
2.856,4.84,4.1
2.857,4.82,4.09
2.857,4.81,4.09
2.857,4.82,4.1
2.858,4.83,4.1
2.859,4.82,4.1
2.859,4.82,4.09
2.86,4.82,4.1
2.86,4.83,4.1
2.861,4.83,4.1
2.861,4.83,4.1
2.861,4.83,4.1
2.862,4.83,4.1
2.863,4.83,4.1
2.863,4.82,4.1
2.864,4.83,4.1
2.864,4.83,4.1
2.865,4.82,4.1
2.865,4.83,4.1
2.865,4.83,4.1
2.866,4.83,4.1
2.867,4.82,4.1
2.867,4.83,4.1
2.868,4.83,4.1
2.868,4.83,4.1
2.869,4.82,4.09
2.869,4.81,4.09
2.869,4.82,4.09
2.87,4.82,4.09
2.871,4.82,4.09
2.871,4.82,4.08
2.872,4.81,4.08
2.872,4.81,4.09
2.873,4.83,4.09
2.873,4.82,4.09
2.873,4.81,4.08
2.874,4.81,4.08
2.875,4.81,4.09
2.875,4.81,4.09
2.876,4.77,3.94
2.876,4.69,3.84
2.877,4.63,3.76
2.877,4.58,3.7
2.877,4.53,3.64
2.878,4.5,3.59
2.879,4.46,3.55
2.879,4.43,3.51
2.88,4.4,3.47
2.88,4.07,2.97
2.881,4.08,2.96
2.881,4.09,2.96
2.881,4.09,2.97
2.882,4.09,2.96
2.882,4.09,2.96
2.883,4.09,2.96
2.884,4.09,2.95
2.884,4.09,2.94
2.885,4.07,2.93
2.885,4.06,2.92
2.885,4.05,2.91
2.886,4.04,2.89
2.886,4.02,2.87
2.887,4.01,2.87
2.888,4.0,2.86
2.888,3.99,2.83
2.889,3.97,2.82
2.889,3.96,2.8
2.889,3.95,2.8
2.89,3.96,2.8
2.89,3.96,2.79
2.891,3.95,2.79
2.892,3.95,2.79
2.892,3.96,2.8
2.893,3.97,2.8
2.893,3.98,2.81
2.893,3.99,2.82
2.894,4.0,2.82
2.894,4.01,2.83
2.895,4.81,4.05
2.896,4.81,4.05
2.896,4.81,4.06
2.897,4.81,4.06
2.897,4.81,4.06
2.897,4.82,4.07
2.898,4.82,4.07
2.898,4.82,4.07
2.899,4.82,4.07
2.9,4.82,4.08
2.9,4.83,4.08
2.901,4.82,4.08
2.901,4.82,4.08
2.901,4.81,4.07
2.902,4.81,4.08
2.902,4.83,4.09
2.903,4.83,4.09
2.904,4.83,4.08
2.904,4.82,4.07
2.905,4.81,4.07
2.905,4.81,4.07
2.905,4.81,4.07
2.906,4.81,4.07
2.906,4.82,4.07
2.907,4.81,4.07
2.908,4.81,4.07
2.908,4.81,4.08
2.909,4.82,4.07
